,id,OVD_t1,OVD_t2,OVD_t3,OVD_sum,pay_normal,prod_code,prod_limit,update_date,new_balance,highest_balance,report_date,label,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11
35,54987763,0,0,0,0,9,10,,23/07/2015,488.4,7906.0,18/03/2016,0,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877
36,54987763,0,0,0,0,12,10,113300.0,18/04/2015,-2.4,65941.0,17/04/2016,0,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877
37,54987763,0,0,0,0,10,10,,07/04/2015,-3.6,2481.0,04/11/2016,0,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877
38,54987763,0,0,0,0,15,10,84700.0,26/01/2015,6171.6,10850.0,16/02/2016,0,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877
39,54987763,0,0,0,0,20,10,148500.0,30/07/2014,1068.0,28659.0,16/03/2016,0,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877
40,54987763,0,0,0,0,23,10,,06/07/2014,0.0,37974.0,16/04/2016,0,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877
41,54987763,0,0,0,0,22,10,78100.0,14/01/2014,27585.6,23488.0,17/04/2016,0,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877
42,54987763,1,1,0,69,28,10,16500.0,18/10/2013,0.0,1803.0,17/01/2014,0,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877
43,59004828,0,0,0,0,3,10,88000.0,02/12/2016,3196.8,6193.0,15/04/2016,0,4,1274.0,1,132000.0,2,8,5,107,3,60016,202.4845673
44,59004828,0,0,0,0,12,10,174900.0,16/03/2015,682.8,15767.0,20/03/2016,0,4,1274.0,1,132000.0,2,8,5,107,3,60016,202.4845673
45,59004828,0,0,0,0,5,10,,16/11/2014,0.0,10854.0,14/04/2015,0,4,1274.0,1,132000.0,2,8,5,107,3,60016,202.4845673
46,59004828,0,0,0,0,21,10,110000.0,07/04/2014,0.0,24962.0,01/09/2016,0,4,1274.0,1,132000.0,2,8,5,107,3,60016,202.4845673
47,59004828,0,0,0,0,35,10,121000.0,06/09/2013,12037.2,38194.0,30/03/2016,0,4,1274.0,1,132000.0,2,8,5,107,3,60016,202.4845673
48,58994429,0,0,0,0,2,10,16500.0,02/12/2016,3252.0,3210.0,,1,7,1295.0,3,73000.0,2,11,5,100,5,350076,223.6067977
49,58994429,0,0,0,0,1,13,,27/01/2016,102921.6,85500.0,,1,7,1295.0,3,73000.0,2,11,5,100,5,350076,223.6067977
50,58994429,1,0,0,27,35,10,,25/08/2012,-847.2,37397.0,03/09/2016,1,7,1295.0,3,73000.0,2,11,5,100,5,350076,223.6067977
51,58994429,0,0,0,0,1,0,,27/06/2011,0.0,65300.0,21/08/2013,1,7,1295.0,3,73000.0,2,11,5,100,5,350076,223.6067977
52,54987756,0,0,0,0,2,1,,02/12/2016,365331.6,304943.0,,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
53,54987756,1,0,0,1,35,10,66000.0,04/11/2012,49111.2,75296.0,15/03/2016,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
54,54987756,3,0,0,37,33,10,19800.0,18/05/2012,2262.0,19638.0,26/03/2016,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
55,54987756,0,0,0,0,36,10,115500.0,17/04/2012,91258.8,104786.0,20/02/2016,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
56,54987756,0,0,0,0,28,1,,12/01/2012,0.0,163500.0,06/02/2015,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
57,54987756,0,0,0,0,20,1,,16/09/2011,0.0,365500.0,17/09/2014,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
58,54987756,0,0,0,0,11,6,,18/05/2011,0.0,30500.0,,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
59,54987756,0,0,0,0,11,6,,18/05/2011,0.0,30500.0,21/01/2012,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
60,54987756,0,0,0,0,13,13,,24/10/2010,0.0,26840.0,23/10/2011,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
61,54987756,0,0,0,0,23,10,25300.0,16/10/2010,0.0,19294.0,15/09/2012,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
62,54987756,0,0,0,0,12,13,,06/09/2009,0.0,30500.0,28/04/2010,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
63,54987756,0,0,0,0,36,10,,19/06/2009,76231.2,74878.0,14/02/2016,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
64,54987756,0,0,0,0,17,10,,09/09/2008,227888.4,227732.0,15/04/2016,0,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
65,58988028,0,0,0,0,4,0,,02/12/2016,16795.2,28500.0,19/04/2016,0,5,1287.5,1,126000.0,2,15,5,107,3,350071,316.22776600000003
66,58988028,0,0,0,0,2,6,,04/06/2016,35868.0,30390.0,,0,5,1287.5,1,126000.0,2,15,5,107,3,350071,316.22776600000003
67,58988028,0,0,0,0,4,10,111100.0,14/02/2016,5425.2,12021.0,17/05/2016,0,5,1287.5,1,126000.0,2,15,5,107,3,350071,316.22776600000003
68,58988028,0,0,0,0,6,6,,29/11/2015,8199.6,11889.0,19/04/2016,0,5,1287.5,1,126000.0,2,15,5,107,3,350071,316.22776600000003
69,58988028,0,0,0,0,10,6,,25/07/2015,0.0,16490.0,20/03/2016,0,5,1287.5,1,126000.0,2,15,5,107,3,350071,316.22776600000003
70,58988028,0,0,0,0,15,6,,15/03/2015,1323.6,20490.0,19/04/2016,0,5,1287.5,1,126000.0,2,15,5,107,3,350071,316.22776600000003
71,58993180,0,0,0,0,3,6,,02/12/2016,26688.0,31300.0,20/03/2016,0,7,1286.0,1,110000.0,2,11,5,112,5,60033,1.0
72,58993180,0,0,0,0,11,5,,17/06/2015,103285.2,99500.0,23/03/2016,0,7,1286.0,1,110000.0,2,11,5,112,5,60033,1.0
73,58993180,0,0,0,0,1,6,,11/12/2014,0.0,21600.0,21/11/2015,0,7,1286.0,1,110000.0,2,11,5,112,5,60033,1.0
74,58993180,0,0,0,0,1,6,,08/09/2014,0.0,38000.0,23/04/2015,0,7,1286.0,1,110000.0,2,11,5,112,5,60033,1.0
75,58993180,0,0,0,0,6,10,90200.0,25/07/2014,28447.2,59336.0,18/03/2016,0,7,1286.0,1,110000.0,2,11,5,112,5,60033,1.0
76,58993180,0,0,0,0,4,10,,25/07/2014,0.0,59336.0,13/10/2015,0,7,1286.0,1,110000.0,2,11,5,112,5,60033,1.0
77,58993180,0,0,0,0,27,10,44000.0,24/12/2013,8809.2,8703.0,24/02/2016,0,7,1286.0,1,110000.0,2,11,5,112,5,60033,1.0
78,58996551,0,0,0,0,4,10,,02/12/2016,7957.2,9411.0,20/04/2016,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
79,58996551,0,0,0,0,6,1,,30/11/2015,418125.6,370938.0,25/03/2016,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
80,58996551,0,0,0,0,11,10,,26/05/2015,8690.4,9163.0,04/04/2016,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
81,58996551,0,0,0,0,25,10,,03/04/2014,75543.6,98701.0,04/04/2016,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
82,58996551,0,0,0,0,8,10,150700.0,24/11/2013,87157.2,148058.0,05/03/2016,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
83,58996551,0,0,0,0,22,10,,24/11/2013,0.0,148058.0,09/06/2015,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
84,58996551,0,0,0,0,26,1,,16/03/2013,0.0,89500.0,25/03/2015,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
85,58996551,0,0,0,0,36,1,,06/11/2011,18734.4,364500.0,23/03/2016,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
86,58996551,0,0,0,0,26,10,,18/01/2010,27632.4,191073.0,20/04/2016,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
87,58996551,0,0,0,0,24,24,,23/06/2009,0.0,100500.0,24/06/2011,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
88,58996551,0,0,0,0,0,13,,27/01/2008,0.0,43500.0,,0,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
89,54991742,0,0,0,0,4,6,,02/12/2016,60572.4,65401.0,19/04/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
90,54991742,0,0,0,0,2,5,,17/01/2016,88305.6,77500.0,19/03/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
91,54991742,0,0,0,0,2,5,,15/11/2015,211966.8,200500.0,20/03/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
92,54991742,0,0,0,0,9,10,,23/08/2015,5414.4,5574.0,22/04/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
93,54991742,5,0,0,25,5,3,,19/06/2015,2773419.6,2376998.0,04/02/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
94,54991742,0,0,0,0,10,6,,18/06/2015,0.0,34500.0,18/02/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
95,54991742,0,0,0,0,13,10,,19/05/2015,42061.2,24846.0,14/05/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
96,54991742,0,0,0,0,5,7,,03/02/2015,0.0,239500.0,20/06/2015,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
97,54991742,0,0,0,0,14,13,,16/12/2014,0.0,32450.0,22/12/2015,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
98,54991742,0,0,0,0,25,10,,17/05/2014,2692.8,3916.0,20/04/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
99,54991742,0,0,0,0,9,5,,11/12/2013,0.0,325500.0,23/06/2015,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
100,54991742,0,0,0,0,10,1,,30/11/2013,178867.2,190713.0,19/03/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
101,54991742,0,0,0,0,0,6,,06/11/2013,0.0,27000.0,21/02/2014,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
102,54991742,0,0,0,0,30,5,,13/02/2013,0.0,700500.0,21/06/2015,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
103,54991742,0,0,0,0,1,6,,12/10/2012,0.0,26700.0,24/08/2013,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
104,54991742,0,0,0,0,10,5,,17/06/2012,20763.6,29250.0,19/03/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
105,54991742,0,0,0,0,32,1,,17/04/2011,0.0,490500.0,23/11/2013,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
106,54991742,0,0,0,0,36,10,75350.0,28/12/2010,51195.6,84776.0,28/03/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
107,54991742,0,0,0,0,31,5,,31/07/2010,0.0,300500.0,19/01/2013,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
108,54991742,0,0,0,0,9,5,,25/10/2009,0.0,115500.0,23/07/2010,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
109,54991742,0,0,0,0,14,5,,13/06/2009,0.0,150500.0,23/07/2010,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
110,54991742,0,0,0,0,8,6,,16/11/2008,0.0,33000.0,24/07/2009,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
111,54991742,0,0,0,0,1,10,,02/11/2006,0.0,,,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
112,54991742,0,0,0,0,1,10,118800.0,16/04/2006,72477.6,114285.0,22/04/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
113,54991742,0,0,0,0,35,10,,16/04/2006,0.0,78388.0,25/06/2012,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
114,54991742,0,0,0,0,35,10,,16/04/2006,0.0,114285.0,25/03/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
115,54991742,0,0,0,0,36,1,,04/03/2006,0.0,300500.0,09/05/2010,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
116,54991742,0,0,0,0,0,13,,15/02/2006,0.0,30500.0,,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
117,54991742,0,0,0,0,33,12,,09/06/2005,6164.4,67500.0,15/02/2016,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
118,54991742,1,2,0,180,19,10,,11/02/2005,0.0,12537.0,27/07/2007,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
119,54991742,0,0,0,0,1,10,,11/02/2005,0.0,,,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
120,54991742,0,0,0,0,2,10,,10/01/2005,0.0,761.0,,0,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
121,58991324,0,0,0,0,1,5,,02/12/2016,118800.0,99500.0,,0,7,1245.5,3,58000.0,2,11,5,101,5,60058,200.0
122,58991324,0,0,0,0,2,6,,30/12/2015,20580.0,25000.0,,0,7,1245.5,3,58000.0,2,11,5,101,5,60058,200.0
123,58991324,0,0,0,0,4,10,,21/10/2015,-7959.6,49039.0,16/02/2016,0,7,1245.5,3,58000.0,2,11,5,101,5,60058,200.0
124,58991324,0,0,0,0,6,6,,09/09/2015,30900.0,46850.0,21/01/2016,0,7,1245.5,3,58000.0,2,11,5,101,5,60058,200.0
125,58991324,0,0,0,0,8,6,,14/07/2015,4944.0,25250.0,21/01/2016,0,7,1245.5,3,58000.0,2,11,5,101,5,60058,200.0
126,58991324,0,0,0,0,2,10,55000.0,11/07/2015,10740.0,27499.0,22/01/2016,0,7,1245.5,3,58000.0,2,11,5,101,5,60058,200.0
127,58991324,1,2,0,151,22,10,16500.0,14/02/2014,0.0,19634.0,27/08/2014,0,7,1245.5,3,58000.0,2,11,5,101,5,60058,200.0
128,58993672,0,0,0,0,3,10,16500.0,01/12/2016,3487.2,3406.0,15/02/2016,0,7,1415.0,3,155000.0,2,11,5,107,3,60005,212.1320344
129,58993672,0,0,0,0,2,10,16500.0,22/07/2015,0.0,,,0,7,1415.0,3,155000.0,2,11,5,107,3,60005,212.1320344
130,58993672,0,0,0,0,13,10,58300.0,28/02/2015,24783.6,47048.0,14/03/2016,0,7,1415.0,3,155000.0,2,11,5,107,3,60005,212.1320344
131,58993672,0,0,0,0,12,2,,01/04/2011,0.0,1500500.0,10/09/2013,0,7,1415.0,3,155000.0,2,11,5,107,3,60005,212.1320344
132,58993672,0,0,0,0,20,2,,13/10/2010,1447359.6,1600500.0,,0,7,1415.0,3,155000.0,2,11,5,107,3,60005,212.1320344
133,59004333,0,0,0,0,4,10,,01/12/2016,39613.2,,30/04/2016,0,4,1299.5,1,157000.0,2,8,5,113,3,151300,158.11388300000002
134,59004333,0,0,0,0,5,10,79200.0,01/05/2016,80415.6,69991.0,26/04/2016,0,4,1299.5,1,157000.0,2,8,5,113,3,151300,158.11388300000002
135,59004333,0,0,0,0,6,2,,15/09/2015,2146905.6,1805087.0,28/03/2016,0,4,1299.5,1,157000.0,2,8,5,113,3,151300,158.11388300000002
136,59004333,6,3,0,331,11,10,35200.0,27/02/2013,0.0,38260.0,11/07/2014,0,4,1299.5,1,157000.0,2,8,5,113,3,151300,158.11388300000002
137,59004333,5,3,0,272,28,10,74800.0,08/10/2012,33291.6,61343.0,15/04/2016,0,4,1299.5,1,157000.0,2,8,5,113,3,151300,158.11388300000002
138,59004333,5,0,0,137,31,10,,21/09/2011,19478.4,25880.0,31/03/2016,0,4,1299.5,1,157000.0,2,8,5,113,3,151300,158.11388300000002
139,54991294,0,0,0,0,1,0,,04/11/2016,2617.2,2681.0,,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
140,54991294,0,0,0,0,1,0,,04/11/2016,48000.0,40500.0,,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
141,54991294,0,0,0,0,8,10,37400.0,08/11/2015,6158.4,11968.0,04/01/2016,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
142,54991294,0,0,0,0,1,6,,06/08/2014,0.0,10491.0,24/03/2015,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
143,54991294,0,0,0,0,25,13,,25/12/2013,0.0,90500.0,25/01/2014,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
144,54991294,0,0,0,0,5,6,,08/07/2013,0.0,17000.0,22/12/2013,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
145,54991294,2,0,0,30,34,10,14300.0,16/04/2013,12963.6,14681.0,24/02/2016,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
146,54991294,0,0,0,0,12,6,,13/09/2012,0.0,57500.0,21/09/2013,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
147,54991294,0,0,0,0,10,6,,18/10/2011,0.0,23640.0,21/09/2012,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
148,54991294,0,0,0,0,10,13,,08/04/2010,0.0,30500.0,29/07/2011,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
149,54987489,0,0,0,0,1,10,,04/11/2016,0.0,,,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
150,54987489,0,0,0,0,9,10,,28/07/2015,0.0,2375.0,17/04/2016,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
151,54987489,0,0,0,0,10,10,,10/11/2014,10312.8,19147.0,16/02/2016,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
152,54987489,0,0,0,0,22,5,,14/07/2014,166977.6,212500.0,22/03/2016,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
153,54987489,0,0,0,0,30,5,,09/11/2013,80316.0,119428.0,21/02/2016,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
154,54987489,0,0,0,0,31,10,62700.0,15/10/2013,322.8,63306.0,22/04/2016,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
155,54987489,0,0,0,0,14,5,,06/04/2013,0.0,170500.0,23/06/2014,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
156,54987489,7,0,0,105,29,10,13200.0,30/10/2012,-1279.2,14572.0,30/09/2015,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
157,54987489,2,0,0,51,23,5,,06/12/2011,0.0,80500.0,24/08/2013,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
158,54987489,0,0,0,0,34,10,,16/03/2008,-3829.2,37275.0,15/04/2016,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
159,54987489,4,0,0,54,30,10,13200.0,09/03/2008,0.0,17560.0,09/01/2012,1,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0
160,54991492,0,0,0,0,1,0,,04/11/2016,28156.8,35700.0,,1,4,1256.0,1,120000.0,2,8,5,99,4,151000,173.20508080000002
161,54991492,0,0,0,0,13,10,,31/01/2015,30696.0,31803.0,15/02/2016,1,4,1256.0,1,120000.0,2,8,5,99,4,151000,173.20508080000002
162,54991492,0,0,0,0,15,24,,16/01/2015,182522.4,210500.0,20/02/2016,1,4,1256.0,1,120000.0,2,8,5,99,4,151000,173.20508080000002
163,54991492,0,0,0,0,7,13,,04/01/2015,60440.4,60500.0,22/09/2015,1,4,1256.0,1,120000.0,2,8,5,99,4,151000,173.20508080000002
164,54991492,0,0,0,0,4,10,68200.0,03/11/2014,0.0,5156.0,,1,4,1256.0,1,120000.0,2,8,5,99,4,151000,173.20508080000002
165,54991492,0,0,0,0,14,13,,14/06/2013,0.0,31500.0,24/06/2014,1,4,1256.0,1,120000.0,2,8,5,99,4,151000,173.20508080000002
166,54991492,0,0,0,0,36,10,,18/08/2012,0.0,1525.0,22/03/2013,1,4,1256.0,1,120000.0,2,8,5,99,4,151000,173.20508080000002
167,59005881,0,0,0,0,2,13,,04/11/2016,44400.0,37500.0,,1,4,,2,94000.0,2,8,-1,113,4,72000,1.0
168,59005881,0,0,0,0,1,10,69300.0,31/05/2016,685.2,1071.0,,1,4,,2,94000.0,2,8,-1,113,4,72000,1.0
169,59005881,0,0,0,0,7,10,,14/11/2015,9260.4,29952.0,16/05/2016,1,4,,2,94000.0,2,8,-1,113,4,72000,1.0
170,58994986,0,0,0,0,1,10,51700.0,03/11/2016,1352.4,,,0,7,1298.0,1,128000.0,2,11,5,92,5,151300,173.20508080000002
171,58994986,0,0,0,0,4,5,,01/09/2016,213292.8,183500.0,25/03/2016,0,7,1298.0,1,128000.0,2,11,5,92,5,151300,173.20508080000002
172,58994986,0,0,0,0,1,10,,16/04/2016,0.0,,,0,7,1298.0,1,128000.0,2,11,5,92,5,151300,173.20508080000002
173,58994986,0,0,0,0,2,5,,02/01/2016,118150.8,100500.0,21/02/2016,0,7,1298.0,1,128000.0,2,11,5,92,5,151300,173.20508080000002
174,58994986,0,0,0,0,14,10,,03/07/2015,1833.6,30348.0,25/03/2016,0,7,1298.0,1,128000.0,2,11,5,92,5,151300,173.20508080000002
175,58994986,0,0,0,0,4,13,,26/04/2015,18568.8,52500.0,23/03/2016,0,7,1298.0,1,128000.0,2,11,5,92,5,151300,173.20508080000002
176,59001751,0,0,0,0,2,10,108900.0,02/11/2016,6094.8,101068.0,22/03/2016,0,4,1346.0,1,102000.0,2,8,-1,100,5,60095,200.0
177,59001751,0,0,0,0,1,13,,26/01/2016,58057.2,51500.0,,0,4,1346.0,1,102000.0,2,8,-1,100,5,60095,200.0
178,59001751,0,0,0,0,7,10,,30/08/2015,13392.0,35329.0,14/03/2016,0,4,1346.0,1,102000.0,2,8,-1,100,5,60095,200.0
179,59001751,0,0,0,0,21,13,,24/11/2012,0.0,34722.0,25/05/2014,0,4,1346.0,1,102000.0,2,8,-1,100,5,60095,200.0
